id_building,id_property_name,id_source_plant_id,id_source_url,loc_address,loc_city,loc_lat,loc_lon,loc_state,loc_zip,bldg_sqft,bldg_type,bldg_type_benchmark,bldg_type_filter,bldg_vertical,bldg_year_built,data_year,org_manager,org_owner,org_tenant,org_tenant_subunit,energy_climate_zone,energy_elec_kbtu,energy_elec_kwh,energy_eui_benchmark,energy_fuel_oil_kbtu,energy_gas_kbtu,energy_site_eui,energy_star_score,energy_steam_kbtu,energy_total_kbtu,cost_calc_notes,cost_elec_demand_annual,cost_elec_energy_annual,cost_elec_load_factor,cost_elec_peak_kw,cost_elec_rate_demand_kw,cost_elec_rate_kwh,cost_elec_total_annual,cost_fuel_oil_annual,cost_fuel_oil_rate_mmbtu,cost_gas_annual,cost_gas_rate_therm,cost_steam_annual,cost_steam_rate_mlb,cost_utility_name,hvac_cost_total_annual,hvac_energy_total_kbtu,hvac_pct_elec,hvac_pct_fuel_oil,hvac_pct_gas,hvac_pct_method,hvac_pct_steam,carbon_emissions_total_mt,occ_utilization_rate,occ_vacancy_rate,odcv_carbon_reduction_yr1_mt,odcv_hvac_savings_annual_usd,odcv_hvac_savings_pct,bps_fine_avoided_yr1_usd,bps_law_name,savings_opex_avoided_annual_usd,savings_pct_of_energy_cost,val_cap_rate_pct,val_current_usd,val_market_rent_sqft,val_odcv_impact_usd,val_opex_ratio,val_post_odcv_usd,meta_photo_url,energy_star_score_post_odcv,bps_fine_baseline_yr1_usd,bps_fine_post_odcv_yr1_usd,energy_elec_kwh_post_odcv,energy_elec_kbtu_post_odcv,energy_gas_kbtu_post_odcv,energy_steam_kbtu_post_odcv,energy_fuel_oil_kbtu_post_odcv,energy_total_kbtu_post_odcv,cost_elec_energy_annual_post_odcv,cost_elec_demand_annual_post_odcv,cost_elec_total_annual_post_odcv,cost_gas_annual_post_odcv,cost_steam_annual_post_odcv,cost_fuel_oil_annual_post_odcv,carbon_emissions_post_odcv_mt
ATL_55,,,https://www.google.com/maps/search/?api=1&query=725%20W%20Peachtree%20St%20NW%2C%20Atlanta%2C%20GA%2C%2030308,"725 W Peachtree St NW, Atlanta, GA, 30308",Atlanta,33.773463,-84.3864832,GA,30308.0,303596.0,Office,Office,Office,Commercial,1985.0,2019.0,,,,,South-Central,29334541.54,8597462.351,52.9,,,161.3,2.0,,48970034.8,Demand: NREL,1158759.96,1201557.27,0.45,2180.99,35.0,0.127052,2360317.22,,,,,,,Georgia Power Co,1511311.12,18782906.95,0.6403,,,cbecs_adjusted,,2898.2527,0.48,0.25,685.8856,558580.59,0.3696,0.0,,558580.59,0.2340296513477066,0.08,147519826.25,36.0,6982257.36,0.45,154502083.61,,6.0,0.0,0.0,6562830.93,22392379.13,,,,22392379.13,917202.87,884533.76,1801736.63,,,,2219.9756
ATL_65,Omni Atlanta Hotel at Centennial Park,,https://www.google.com/maps/search/?api=1&query=1%20Cnn%20Center%2C%20Atlanta%2C%20GA%2C%2030303,"1 Cnn Center, Atlanta, GA, 30303",Atlanta,33.758129,-84.3943694,GA,30303.0,1784778.0,Hotel,Mixed Use,Mixed Use,Commercial,1976.0,2019.0,,Brandywine Realty Trust,,,South-Central,157698660.9,46218833.79,40.1,,,160.1,,,285742957.8,Demand: NREL,6229342.06,6459414.8,0.45,11724.72,35.0,0.127052,12688756.86,,,,,,,Georgia Power Co,6980085.15,86750033.36,0.5501,,,cbecs_adjusted,,15580.6277,0.315,0.0,2665.5509,2170806.48,0.311,0.0,,2170806.48,0.0941257496627961,0.07,906339775.71,22.0,31011521.16,0.45,937351296.87,,,0.0,0.0,38311664.86,130719400.52,,,,130719400.52,5354331.01,5163619.37,10517950.37,,,,13389.0477
ATL_66,,,https://www.google.com/maps/search/?api=1&query=3330%20Piedmont%20Rd%20NE%2C%20Atlanta%2C%20GA%2C%2030305,"3330 Piedmont Rd NE, Atlanta, GA, 30305",Atlanta,33.8458896,-84.3734254,GA,30305.0,61959.0,Supermarket/Grocery,Supermarket/Grocery,Supermarket,Commercial,1975.0,2020.0,,Equity One LLC,,,South-Central,7960302.764,2333031.291,196.0,,,216.9,61.0,,13438907.1,Demand: NREL,217692.22,326057.92,0.65,409.74,35.0,0.127052,543750.14,,,,,,,Georgia Power Co,176066.3,2577546.03,0.3238,,,cbecs_adjusted,,786.4779,0.47,0.0,50.9323,35213.26,0.2,0.0,,35213.26,0.0647599928998878,0.06,45312511.67,14.0,586887.65,0.35,45899399.32,,64.0,0.0,0.0,2181944.18,7444793.56,,,,7444793.56,304942.41,203594.48,508536.88,,,,735.5455999999999
ATL_67,,,https://www.google.com/maps/search/?api=1&query=1700%20Monroe%20Dr%20NE%2C%20Atlanta%2C%20GA%2C%2030324,"1700 Monroe Dr NE, Atlanta, GA, 30324",Atlanta,33.8007564,-84.3728392,GA,30324.0,53635.0,Supermarket/Grocery,Supermarket/Grocery,Supermarket,Commercial,1982.0,2020.0,,Kroger,Kroger,,South-Central,7259389.914,2127605.485,196.0,,,228.5,65.0,,12255597.5,Demand: NREL,198524.2,297348.19,0.65,373.66,35.0,0.127052,495872.39,,,,,,,Georgia Power Co,160563.48,2350590.45,0.3238,,,cbecs_adjusted,,717.2277,0.47,0.0,46.4477,32112.7,0.2,0.0,,32112.7,0.064759991640327,0.06,41322699.17,14.0,535211.6,0.35,41857910.77,,68.0,0.0,0.0,1989821.75,6789271.82,,,,6789271.82,278091.92,185667.77,463759.69,,,,666.4767
ATL_68,,,https://www.google.com/maps/search/?api=1&query=2685%20Stewart%20Ave%20SW%2C%20Atlanta%2C%20GA%2C%2030315,"2685 Stewart Ave SW, Atlanta, GA, 30315",Atlanta,33.7406145,-84.4086289,GA,30315.0,84400.0,Supermarket/Grocery,Supermarket/Grocery,Supermarket,Commercial,1987.0,2020.0,,,,,South-Central,9885224.617,2897193.616,196.0,,,155.5,77.0,,13124200.0,Demand: NREL,270333.5,404903.67,0.65,508.82,35.0,0.127052,675237.17,,,,,,,Georgia Power Co,178127.57,2607722.25,0.2638,,,cbecs_adjusted,,976.6602,0.47,0.0,51.5286,35625.51,0.2,0.0,,35625.51,0.0527600043207392,0.06,56269764.17,14.0,593758.55,0.35,56863522.72,,79.0,0.0,0.0,2744337.68,9363680.17,,,,9363680.17,383540.95,256070.71,639611.66,,,,925.1316
ATL_73,,,https://www.google.com/maps/search/?api=1&query=1225%20Caroline%20St%20NE%2C%20Atlanta%2C%20GA%2C%2030307,"1225 Caroline St NE, Atlanta, GA, 30307",Atlanta,33.7561386,-84.3479666,GA,30307.0,62387.0,Supermarket/Grocery,Supermarket/Grocery,Supermarket,Commercial,2005.0,2020.0,,,Kroger,,South-Central,7771395.459,2277665.727,196.0,,,210.3,73.0,,13119986.1,Demand: NREL,212526.13,318320.18,0.65,400.01,35.0,0.127052,530846.32,,,,,,,Georgia Power Co,161271.11,2360949.94,0.3038,,,cbecs_adjusted,,767.8139,0.47,0.0,46.6524,32254.22,0.2,0.0,,32254.22,0.0607599989675597,0.06,44237193.33,14.0,537570.37,0.35,44774763.71,,75.0,0.0,0.0,2139274.76,7299205.47,,,,7299205.47,298979.05,199613.05,498592.1,,,,721.1614999999999
ATL_95,,,https://www.google.com/maps/search/?api=1&query=1100%20Spring%20St%20NW%2C%20Atlanta%2C%20GA%2C%2030309,"1100 Spring St NW, Atlanta, GA, 30309",Atlanta,33.784559,-84.3902004,GA,30309.0,156000.0,Office,Office,Office,Commercial,1970.0,2019.0,,,,,South-Central,8401042.516,2462204.723,52.9,,,89.9,63.0,,14024400.0,Demand: NREL,331854.23,344110.84,0.45,624.61,35.0,0.127052,675965.07,,,,,,,Georgia Power Co,426060.78,5295177.1,0.6303,,,cbecs_adjusted,,830.023,0.48,0.25,165.7382,134976.06,0.3168,0.0,,134976.06,0.1977881451797726,0.08,42247816.88,36.0,1687200.7,0.45,43935017.58,,72.0,0.0,0.0,1970554.05,6723530.41,,,,6723530.41,275399.12,265589.9,540989.01,,,,665.8543
ATL_105,,,https://www.google.com/maps/search/?api=1&query=999%20Peachtree%20St%20NE%2C%20Atlanta%2C%20GA%2C%2030309,"999 Peachtree St NE, Atlanta, GA, 30309",Atlanta,33.7814242,-84.3838334,GA,30309.0,654356.0,Office,Office,Office,Commercial,,2022.0,,Highwoods Properties,Wirks Moving And Storage,,South-Central,18551368.65,5437095.149,52.9,,,36.1,82.0,,23622251.6,Demand: NREL,732807.88,759873.19,0.45,1379.27,35.0,0.127052,1492681.07,,,,,,,Georgia Power Co,746788.34,9281249.74,0.5003,,,cbecs_adjusted,,1832.8752,0.48,0.25,309.3916,251966.39,0.3374,0.0,,251966.39,0.1642066772891202,0.08,93292566.88,36.0,3149579.82,0.45,96442146.7,,87.0,0.0,0.0,4519306.85,15419874.99,,,,15419874.99,631605.67,609109.01,1240714.68,,,,1531.9048
ATL_125,,,https://www.google.com/maps/search/?api=1&query=750%20Francis%20Pl%20NW%2C%20Atlanta%2C%20GA%2C%2030318,"750 Francis Pl NW, Atlanta, GA, 30318",Atlanta,33.7750739,-84.4384772,GA,30318.0,30613.0,Specialty Hospital,Specialty Hospital,Hospital/Clinic,Healthcare,1987.0,2019.0,,,,,South-Central,1083810.993,317646.8326,206.7,,,58.0,,,1775554.0,Demand: NREL | Special rate for Specialty Hospital,12702.53,44393.43,0.65,55.79,15.0,0.127052,57095.96,,,,,,,Georgia Power Co,31973.74,606934.16,0.56,,,cbecs_adjusted,,107.0805,0.75,0.0,15.2012,8105.34,0.2535,0.0,,8105.34,0.1120000598412539,,,,,,,,,0.0,0.0,272553.69,929953.18,,,,929953.18,38091.34,10899.28,48990.62,,,,95.0875
ATL_130,,,https://www.google.com/maps/search/?api=1&query=2000%20Lakewood%20Ave%20SE%2C%20Atlanta%2C%20GA%2C%2030315,"2000 Lakewood Ave SE, Atlanta, GA, 30315",Atlanta,33.7004475,-84.3876932,GA,30315.0,45663.0,Specialty Hospital,Specialty Hospital,Hospital/Clinic,Healthcare,1979.0,2019.0,,,,,South-Central,3155932.3,924950.8499,206.7,,,130.7,,,5968154.1,Demand: NREL | Special rate for Specialty Hospital | Min floor $22.0/kW,54249.49,129268.54,0.65,162.44,22.0,0.127052,183518.03,,,,,,,Georgia Power Co,102770.1,1767322.09,0.56,,,cbecs_adjusted,,311.8061,0.75,0.0,48.6991,28662.58,0.2789,0.0,,28662.58,0.1120000106173925,,,,,,,,,0.0,0.0,780488.33,2663026.17,,,,2663026.17,109078.86,45776.59,154855.45,,,,276.8838
ATL_144,Grady Memorial Hospital,,https://www.google.com/maps/search/?api=1&query=254%20Peachtree%20St%2C%20Atlanta%2C%20GA%2C%2030303,"254 Peachtree St, Atlanta, GA, 30303",Atlanta,33.7472871,-84.3954736,GA,30303.0,592786.0,Specialty Hospital,Specialty Hospital,Hospital/Clinic,Healthcare,2005.0,2019.0,,,Grady Memorial Hospital,,South-Central,30503184.36,8939971.97,206.7,,,84.3,,,49971859.8,Demand: NREL | Special rate for Specialty Hospital | Min floor $22.0/kW,524340.19,1249425.45,0.65,1570.07,22.0,0.127052,1773765.64,,,,,,,Georgia Power Co,957833.45,16471719.55,0.54,,,cbecs_adjusted,,3013.7146,0.75,0.0,514.2603,302675.37,0.316,0.0,,302675.37,0.1080000010389212,,,,,,,,,0.0,0.0,7414455.15,25298120.98,,,,25298120.98,1036223.49,434866.78,1471090.27,,,,2688.2333999999996
ATL_179,Grand Hyatt Atlanta,,https://www.google.com/maps/search/?api=1&query=3630%20Peachtree%20Rd%20NE%2C%20Atlanta%2C%20GA%2C%2030326,"3630 Peachtree Rd NE, Atlanta, GA, 30326",Atlanta,33.8544347,-84.3584943,GA,30326.0,775720.0,Hotel,Hotel,Hotel,Commercial,2009.0,2019.0,,,Marriott,Ritz-Carlton,South-Central,28406472.12,8325460.762,63.0,,,54.1,75.0,,41966452.0,Demand: NREL,918081.63,1163543.08,0.55,1727.99,35.0,0.127052,2081624.72,,,,,,,Georgia Power Co,978571.78,13353882.54,0.4701,,,cbecs_adjusted,,2806.5594,0.315,0.0,405.9682,301106.54,0.3077,0.0,,301106.54,0.113764202275335,0.09,115645817.78,130.0,3345628.19,0.65,118991445.97,,80.0,0.0,0.0,7121184.78,24297482.46,,,,24297482.46,995236.85,785281.34,1780518.18,,,,2487.2734
ATL_180,Briarcliff Campus Emory,,https://www.google.com/maps/search/?api=1&query=1602%20Fishburne%20Dr%2C%20Atlanta%2C%20GA%2C%2030322,"1602 Fishburne Dr, Atlanta, GA, 30322",Atlanta,33.7896505,-84.3231207,GA,30322.0,47373.0,Higher Ed,Higher Ed,Higher Ed,Education,1946.0,2020.0,,Emory University,Emory University,,South-Central,1548603.278,453869.6594,84.3,,,59.6,,,2823430.8,Demand: NREL | Special rate for Higher Ed,17977.15,63431.55,0.35,148.03,8.0,0.127052,81408.7,,,,,,,Georgia Power Co,43757.18,832374.26,0.5375,,,cbecs_adjusted,,153.002,0.27,0.0,20.8886,11114.32,0.254,0.0,,11114.32,0.1290537464944517,,,,,,,,,0.0,0.0,391905.1,1337180.22,,,,1337180.22,54771.56,15522.82,70294.38,,,,133.25650000000002
ATL_181,Rollins School of Public Health Emory,,https://www.google.com/maps/search/?api=1&query=1300%20Clifton%20Rd%20NE%2C%20Atlanta%2C%20GA%2C%2030322,"1300 Clifton Rd NE, Atlanta, GA, 30322",Atlanta,33.7901216,-84.3217914,GA,30322.0,121917.0,Higher Ed,Higher Ed,Higher Ed,Education,1996.0,2020.0,,Emory University,Emory University,,South-Central,6608268.517,1936772.719,84.3,,,114.8,,,13996071.6,Demand: NREL | Special rate for Higher Ed,76712.88,270677.93,0.35,631.69,8.0,0.127052,347390.81,,,,,,,Georgia Power Co,193670.38,3684109.7,0.5575,,,cbecs_adjusted,,652.8969,0.27,0.0,144.0309,76635.37,0.3957,0.0,,76635.37,0.1862607388871893,,,,,,,,,0.0,0.0,1509515.33,5150466.31,,,,5150466.31,210965.64,59789.8,270755.44,,,,531.2878
ATL_183,Goizueta Business School Emory,,https://www.google.com/maps/search/?api=1&query=100%20Woodruff%20Cir%20NE%2C%20Atlanta%2C%20GA%2C%2030322,"100 Woodruff Cir NE, Atlanta, GA, 30322",Atlanta,33.793956,-84.321843,GA,30322.0,176850.0,Higher Ed,Higher Ed,Higher Ed,Education,2008.0,2020.0,,Emory University,Emory University,,South-Central,10273446.27,3010974.874,84.3,,,166.7,,,29480895.0,Demand: NREL | Special rate for Higher Ed,119260.53,420805.42,0.35,982.05,8.0,0.127052,540065.95,,,,,,,Georgia Power Co,301086.77,5727446.3,0.5575,,,cbecs_adjusted,,1015.0165,0.27,0.0,251.6431,133893.29,0.4447,0.0,,133893.29,0.1941215074314328,,,,,,,,,0.0,0.0,2264493.23,7726450.9,,,,7726450.9,316479.23,89693.43,406172.66,,,,817.98
ATL_184,,,https://www.energystar.gov/buildings/certified_buildings_and_plants/b_4178251,"200 Dowman Dr NE, Atlanta, GA, 30322",Atlanta,33.7897806,-84.3261143,GA,30322.0,42147.0,Office,Office,Office,Commercial,1985.0,2020.0,,Emory University,Emory University,,South-Central,1648957.843,483281.9001,52.9,,,57.8,79.0,,2436096.6,Demand: NREL,65136.4,67542.13,0.45,122.6,35.0,0.127052,132678.52,,,,,,,Georgia Power Co,75666.56,940400.66,0.5703,,,cbecs_adjusted,,162.917,0.48,0.25,24.5751,20013.81,0.2645,0.0,,20013.81,0.1500459280457119,0.08,8292407.5,36.0,250172.56,0.45,8542580.06,https://portfoliomanager.energystar.gov/images/property/fa0/fa0ed6899ac141ed1cd585f21f2f7815/approved/org.jpeg,84.0,0.0,0.0,410381.56,1400221.87,,,,1400221.87,57353.78,55310.94,112664.72,,,,138.472
ATL_185,White Hall Emory,,https://www.google.com/maps/search/?api=1&query=400%20Dowman%20Dr%20NE%2C%20Atlanta%2C%20GA%2C%2030322,"400 Dowman Dr NE, Atlanta, GA, 30322",Atlanta,33.790181,-84.32664,GA,30322.0,170949.0,Higher Ed,Higher Ed,Higher Ed,Education,2001.0,2020.0,,Emory University,Emory University,,South-Central,12093112.48,3544288.535,84.3,,,203.0,,,34702647.0,Demand: NREL | Special rate for Higher Ed,140384.34,495339.84,0.35,1156.0,8.0,0.127052,635724.19,,,,,,,Georgia Power Co,354416.24,6741910.21,0.5575,,,cbecs_adjusted,,1194.7995,0.27,0.0,276.1654,146940.97,0.4146,0.0,,146940.97,0.1862607425178018,,,,,,,,,0.0,0.0,2725063.46,9297916.51,,,,9297916.51,380847.24,107935.98,488783.22,,,,972.2552
ATL_186,Winship Cancer Institute Emory,,https://www.google.com/maps/search/?api=1&query=301%20Dowman%20Dr%20NE%2C%20Atlanta%2C%20GA%2C%2030322,"301 Dowman Dr NE, Atlanta, GA, 30322",Atlanta,33.7907599,-84.3258998,GA,30322.0,52401.0,Higher Ed,Higher Ed,Higher Ed,Education,1976.0,2020.0,,Emory University,Emory University,,South-Central,2662155.21,780233.0627,84.3,,,107.6,,,5638347.6,Demand: NREL | Special rate for Higher Ed,30903.95,109043.19,0.35,254.48,8.0,0.127052,139947.14,,,,,,,Georgia Power Co,80819.47,1537394.63,0.5775,,,cbecs_adjusted,,263.0209,0.27,0.0,51.3708,27333.15,0.3382,0.0,,27333.15,0.1767727608983736,,,,,,,,,0.0,0.0,627845.35,2142208.34,,,,2142208.34,87745.91,24868.08,112613.99,,,,216.526
