bbl,bin,address,latitude,longitude,cooling_towers,water_tanks,total_equipment,has_building_outline
1008110001,1015222.0,463 7 Ave,40.7517062,-73.9896393,2.0,0.0,2.0,True
1008110010,1015224.0,147 West 35 St,40.7514145,-73.989108,0.0,3.0,3.0,True
1008110016,1015225.0,131 West 35 St,40.7512693,-73.9886495,0.0,1.0,1.0,True
1008110031,1080606.0,1350 BROADWAY,40.7509466,-73.9873714,1.0,0.0,1.0,True
1008110051,1015229.0,132 WEST 36 STREET,40.75146,-73.9886886,0.0,2.0,2.0,True
1008110056,1015231.0,142 WEST 36 STREET,40.7516796,-73.9888366,0.0,2.0,2.0,True
1008110062,1015233.0,152 WEST 36 STREET,40.7518004,-73.9891289,0.0,1.0,1.0,True
1008120016,1015238.0,141 WEST 36 STREET,40.7520144,-73.9885045,0.0,2.0,2.0,True
1008120019,1015239.0,135 WEST 36 STREET,40.7519073,-73.9883349,0.0,0.0,0.0,True
1008120029,1015241.0,1352 Broadway,40.7514513,-73.9872911,3.0,0.0,3.0,True
1008120049,1015244.0,1372 Broadway,40.751771,-73.98713,6.0,1.0,7.0,True
1008120069,1015249.0,148 WEST 37 STREET,40.7524893,-73.9888762,0.0,2.0,2.0,True
1008130001,1015253.0,501 7 Ave,40.752843,-73.988603,4.0,0.0,4.0,True
1008130023,1080609.0,1372 Broadway,40.7522171,-73.9872428,6.0,0.0,6.0,True
1008130055,1015262.0,1385 BROADWAY,40.7528624,-73.9878366,0.0,1.0,1.0,True
1008140015,1015265.0,1407 Broadway,40.7533822,-73.9876895,2.0,2.0,4.0,True
1008140019,1015266.0,1400 Broadway,40.7529608,-73.9868234,3.0,0.0,3.0,True
1008140046,1015273.0,108 WEST 39 STREET,40.752994,-73.9862196,0.0,3.0,3.0,True
1008150014,1080612.0,1412 BROADWAY,40.7536446,-73.9865949,0.0,0.0,0.0,True
1008150026,1088833.0,1045 6 Ave,40.7532563,-73.9856363,1.0,2.0,3.0,True
1008160037,1015291.0,84 5 AVENUE,40.736367,-73.9937574,3.0,3.0,6.0,True
1008180041,1015393.0,110 5 Ave,40.7376744,-73.9929305,4.0,1.0,5.0,True
1008180051,1015394.0,114 5 Ave,40.7378668,-73.9926724,0.0,2.0,2.0,True
1008180066,1015400.0,26 West 17 St,40.738369,-73.993941,2.0,2.0,4.0,True
1008190037,1015419.0,118 5 AVENUE,40.7381757,-73.9924618,3.0,0.0,3.0,True
1008190039,1084649.0,122 5TH AVENUE,40.738409,-73.9925484,0.0,0.0,0.0,True
1008190044,1015421.0,126 5 Ave,40.738469,-73.9921851,2.0,2.0,4.0,True
1008200026,1015446.0,23 WEST 18 STREET,40.7393614,-73.9929019,7.0,3.0,10.0,True
1008200038,1015451.0,130 5 AVENUE,40.7388179,-73.9920467,2.0,1.0,3.0,True
1008210014,1015465.0,39 WEST 19 STREET,40.7401602,-73.9933746,1.0,2.0,3.0,True
1008210032,1015472.0,11 WEST 19 STREET,40.7398198,-73.9922379,9.0,3.0,12.0,True
1008210038,1015475.0,142 5 AVENUE,40.7394437,-73.991758,0.0,3.0,3.0,True
1008210041,1015478.0,148 5 AVENUE,40.7396743,-73.9915234,4.0,1.0,5.0,True
1008210055,1015480.0,18 WEST 20 STREET,40.7400147,-73.9924869,0.0,1.0,1.0,True
1008220009,1015489.0,37 West 20 St,40.7408046,-73.993106,0.0,2.0,2.0,True
1008220015,1015491.0,27 WEST 20 STREET,40.740646,-73.9926961,0.0,2.0,2.0,True
1008220031,1015499.0,154 5 AVENUE,40.7400448,-73.9912744,0.0,1.0,1.0,True
1008220049,1015502.0,12 WEST 21 STREET,40.7405087,-73.9916604,1.0,2.0,3.0,True
1008220052,1015504.0,18 WEST 21 STREET,40.7406075,-73.9918986,0.0,1.0,1.0,True
1008220054,1015505.0,22 West 21 St,40.7407218,-73.9921214,0.0,2.0,2.0,True
1008220058,1015506.0,30 WEST 21 STREET,40.7408051,-73.9923713,2.0,1.0,3.0,True
1008220062,1015508.0,38 WEST 21 STREET,40.7409287,-73.99266,0.0,1.0,1.0,True
1008220070,1015512.0,54 WEST 21 STREET,40.741162,-73.9932373,0.0,2.0,2.0,True
1008230024,1015530.0,19 WEST 21 STREET,40.7410302,-73.991765,0.0,1.0,1.0,True
1008230029,1015531.0,15 WEST 21 STREET,40.7410411,-73.9914294,0.0,2.0,2.0,True
1008230055,1015540.0,20 West 22 St,40.741282,-73.991548,3.0,2.0,5.0,True
1008230073,1015552.0,56 WEST 22 STREET,40.7418207,-73.992898,0.0,2.0,2.0,True
1008240015,1080667.0,37 WEST 22 STREET,40.7420348,-73.9919525,1.0,0.0,1.0,True
1008240028,1080673.0,40 WEST 23 STREET,40.7417493,-73.9912561,0.0,0.0,0.0,True
1008250012,1080677.0,49 WEST 23 STREET,40.7427621,-73.9913714,0.0,2.0,2.0,True
1008250017,1015579.0,43 West 23 St,40.742658,-73.991036,0.0,1.0,1.0,True
1008250031,1015583.0,1097 Broadway,40.7420471,-73.9896511,3.0,0.0,3.0,True
1008260026,1015598.0,19 WEST 24 STREET,40.7430255,-73.9904476,0.0,2.0,2.0,True
1008260046,1015604.0,1115 BROADWAY,40.7430117,-73.9897908,5.0,2.0,7.0,True
1008260057,1080686.0,24 WEST 25 STREET,40.7433302,-73.9904295,1.0,2.0,3.0,True
1008260069,1015610.0,48 WEST 25 STREET,40.743731,-73.9913857,1.0,2.0,3.0,True
1008270008,1015611.0,45 West 25 St,40.744114,-73.991,0.0,2.0,2.0,True
1008280009,1015634.0,37 WEST 26 STREET,40.7446202,-73.9904148,0.0,2.0,2.0,True
1008280033,1015649.0,1140 BROADWAY,40.7439256,-73.9887008,0.0,0.0,0.0,True
1008280035,1015650.0,218 5 AVENUE,40.743728,-73.9884554,0.0,0.0,0.0,True
1008290007,1015676.0,49 West 27 St,40.7453459,-73.9902393,2.0,2.0,4.0,True
1008290011,1015677.0,45 WEST 27 STREET,40.7452432,-73.9899636,0.0,2.0,2.0,True
1008290016,1015680.0,31 WEST 27 STREET,40.7450428,-73.9894909,1.0,1.0,2.0,True
1008290032,1015685.0,13 WEST 27 STREET,40.7445184,-73.9882459,1.0,2.0,3.0,True
1008290036,1015687.0,236 5 AVENUE,40.7444169,-73.987932,2.0,2.0,4.0,True
1008290068,1015707.0,44 WEST 28 STREET,40.7455863,-73.9900249,0.0,2.0,2.0,True
1008300062,1015740.0,1195 BROADWAY,40.7459293,-73.9889422,0.0,2.0,2.0,True
1008320001,1082272.0,856 AVENUE OF THE AMER,40.7472111,-73.9889167,0.0,0.0,0.0,True
1008330006,1015803.0,1255 BROADWAY,40.7478808,-73.9886243,1.0,2.0,3.0,True
1008330011,1015805.0,1240 BROADWAY,40.7477737,-73.9878736,2.0,3.0,5.0,True
1008330018,1015806.0,39 West 31 St,40.7476103,-73.9875222,0.0,3.0,3.0,True
1008330038,1015816.0,302 5 AVENUE,40.7468458,-73.9862498,1.0,2.0,3.0,True
1008330057,1015828.0,22 WEST 32 STREET,40.7475156,-73.9869389,0.0,2.0,2.0,True
1008340019,1015844.0,39 WEST 32 STREET,40.7481551,-73.9873142,0.0,2.0,2.0,True
1008340022,1015846.0,29 West 32 St,40.748179,-73.9869829,1.0,2.0,3.0,True
1008340048,1015853.0,330 5 Ave,40.7477091,-73.9854858,3.0,0.0,3.0,True
1008340049,1083631.0,4 WEST 33 STREET,40.7478476,-73.9860114,5.0,2.0,7.0,True
1008340080,1015858.0,1270 Broadway,40.748747,-73.987885,0.0,1.0,1.0,True
1008360010,1083638.0,31 West 34 St,40.7496646,-73.986428,14.0,0.0,14.0,True
1008360020,1015873.0,17 West 34 St,40.7493721,-73.9857391,3.0,2.0,5.0,True
1008360026,1082920.0,7 WEST 34 STREET,40.7491979,-73.9852026,4.0,1.0,5.0,True
1008360033,1015876.0,1 WEST 34 STREET,40.7489179,-73.9849356,0.0,0.0,0.0,True
1008360043,1015878.0,366 5 AVENUE,40.749099,-73.9845783,2.0,1.0,3.0,True
1008370036,1015897.0,3 WEST 35 STREET,40.7495766,-73.9846143,0.0,2.0,2.0,True
1008370048,1015900.0,386 5 Ave,40.7497281,-73.9841339,2.0,0.0,2.0,True
1008370056,1015902.0,16 WEST 36 STREET,40.7499746,-73.984791,0.0,2.0,2.0,True
1008370058,1015903.0,20 WEST 36 STREET,40.7500487,-73.9849715,0.0,2.0,2.0,True
1008380012,1015922.0,53 WEST 36 STREET,40.7509025,-73.9858483,0.0,2.0,2.0,True
1008380015,1015923.0,43 WEST 36 STREET,40.7507954,-73.9855957,0.0,2.0,2.0,True
1008380048,1015938.0,402 5 AVENUE,40.7503532,-73.9836865,2.0,0.0,2.0,True
1008380072,1015951.0,40 WEST 37 STREET,40.7509765,-73.9852636,0.0,2.0,2.0,True
1008380076,1015952.0,48 WEST 37 STREET,40.7511248,-73.9856209,1.0,3.0,4.0,True
1008390009,1015958.0,49 WEST 37 STREET,40.7515886,-73.985563,0.0,2.0,2.0,True
1008390016,1015961.0,39 West 37 St,40.751426,-73.9852276,0.0,2.0,2.0,True
1008390019,1015962.0,35 WEST 37 STREET,40.7513525,-73.985,0.0,2.0,2.0,True
1008390029,1015967.0,13 West 37 St,40.751022,-73.9842518,1.0,0.0,1.0,True
1008390034,1080734.0,5 West 37 St,40.7508837,-73.9839154,0.0,2.0,2.0,True
1008390060,1015973.0,22 WEST 38 STREET,40.7512618,-73.9840292,0.0,2.0,2.0,True
1008390070,1015981.0,42 WEST 38 STREET,40.751583,-73.984787,0.0,2.0,2.0,True
1008390073,1015982.0,48 West 38 St,40.7516821,-73.9850634,0.0,2.0,2.0,True
1008400028,1016000.0,21 WEST 38 STREET,40.7517174,-73.9839533,0.0,0.0,0.0,True
1008400031,1016002.0,15 WEST 38 STREET,40.7516186,-73.9837223,6.0,1.0,7.0,True
1008400058,1016006.0,16 WEST 39 STREET,40.7518326,-73.9834588,0.0,2.0,2.0,True
1008400071,1016014.0,42 WEST 39 STREET,40.7522664,-73.9844873,0.0,0.0,0.0,True
1008410008,1016035.0,51 WEST 39 STREET,40.7528648,-73.9847543,2.0,3.0,5.0,True
1008410018,1016040.0,35 WEST 39 STREET,40.7526067,-73.9841371,0.0,1.0,1.0,True
1008410020,1016041.0,25 West 39 St,40.7524742,-73.9838686,3.0,1.0,4.0,True
1008410049,1016047.0,452 5 AVENUE,40.7520493,-73.982477,0.0,0.0,0.0,True
1008410081,1016058.0,60 West 40 St,40.7530798,-73.9844144,0.0,2.0,2.0,True
1008420042,1016068.0,71 5 AVENUE,40.7363642,-73.9928445,0.0,1.0,1.0,True
1008430045,1016079.0,79 5 AVENUE,40.736968,-73.992397,1.0,1.0,2.0,True
1008440001,1016080.0,85 5 AVENUE,40.7373001,-73.9921588,0.0,1.0,1.0,True
1008440003,1016081.0,87 5 AVENUE,40.7374483,-73.9921479,0.0,2.0,2.0,True
1008440042,1016095.0,91 5 AVENUE,40.7375746,-73.9920289,0.0,1.0,1.0,True
1008460026,1016128.0,860 BROADWAY,40.737234,-73.9898061,3.0,2.0,5.0,True
1008460033,1016131.0,200 Park Ave South,40.7369293,-73.9891593,0.0,1.0,1.0,True
1008470001,1016145.0,109 5 Ave,40.7385828,-73.9912993,2.0,0.0,2.0,True
1008470027,1080755.0,33 East 18 St,40.737997,-73.989348,1.0,2.0,3.0,True
1008470040,1016152.0,230 PARK AVENUE SOUTH,40.7377005,-73.9887632,7.0,2.0,9.0,True
1008470062,1080756.0,881 Broadway,40.7386939,-73.9909945,4.0,2.0,6.0,True
1008480043,1016176.0,242 PARK AVENUE SOUTH,40.7382494,-73.9881749,0.0,0.0,0.0,True
1008480061,1016184.0,894 Broadway,40.7388231,-73.9894967,0.0,2.0,2.0,True
1008490016,1016201.0,902 BROADWAY,40.7393227,-73.9893583,1.0,0.0,1.0,True
1008490031,1016211.0,45 EAST 20 STREET,40.7387929,-73.9883119,0.0,2.0,2.0,True
1008490063,1016224.0,912 BROADWAY,40.739578,-73.9894232,1.0,2.0,3.0,True
1008490070,1016226.0,915 Broadway,40.7398563,-73.9899367,0.0,1.0,1.0,True
1008500001,1016239.0,149 5 AVENUE,40.7402066,-73.9899897,0.0,0.0,0.0,True
1008500012,1016242.0,928 Broadway,40.7400916,-73.98929,1.0,3.0,4.0,True
1008510035,1016286.0,286 Park Ave South,40.739839,-73.9869963,3.0,0.0,3.0,True
1008510041,1016287.0,304 PARK AVENUE SOUTH,40.7401459,-73.9869656,1.0,0.0,1.0,True
1008550016,1016745.0,53 East 25 St,40.7418813,-73.9858188,1.0,2.0,3.0,True
1008550024,1016748.0,354 Park Ave South,40.7421095,-73.9855613,3.0,1.0,4.0,True
1008550037,1016749.0,35 MADISON AVENUE,40.7423828,-73.9862687,0.0,1.0,1.0,True
1008560009,1016876.0,11 EAST 26 STREET,40.7434397,-73.9872284,2.0,1.0,3.0,True
1008560024,1016880.0,380 Park Ave South,40.7428081,-73.9856666,7.0,0.0,7.0,True
1008560058,1016881.0,60 MADISON AVENUE,40.7432227,-73.9866294,2.0,0.0,2.0,True
1008570024,,63 MADISON AVENUE,40.7434669,-73.9853699,0.0,0.0,0.0,False
1008570076,1016896.0,243 5 Ave,40.7444451,-73.9870756,1.0,0.0,1.0,True
1008580006,1016898.0,3 EAST 28 STREET,40.7446033,-73.9865353,3.0,2.0,5.0,True
1008580022,1016900.0,79 MADISON AVENUE,40.744046,-73.9852146,6.0,0.0,6.0,True
1008590015,1016928.0,102 MADISON AVENUE,40.7449189,-73.9853732,0.0,2.0,2.0,True
1008590024,1016929.0,99 MADISON AVENUE,40.7446663,-73.9848644,0.0,2.0,2.0,True
1008590039,1016934.0,424 Park Ave South,40.744163,-73.9837155,0.0,1.0,1.0,True
1008590048,1016935.0,434 PARK AVENUE SOUTH,40.7445179,-73.9836266,1.0,0.0,1.0,True
1008590052,1016936.0,44 EAST 30 STREET,40.744625,-73.9839008,3.0,2.0,5.0,True
1008590064,1016939.0,105 MADISON AVENUE,40.744916,-73.9846839,0.0,0.0,0.0,True
1008590072,1016941.0,112 MADISON AVENUE,40.745196,-73.985171,0.0,2.0,2.0,True
1008600001,1016951.0,285 5 AVENUE,40.7460525,-73.9857266,2.0,0.0,2.0,True
1008600045,1016967.0,450 PARK AVENUE SOUTH,40.7451107,-73.9832114,0.0,2.0,2.0,True
1008600049,1016969.0,36 EAST 31 STREET,40.7452892,-73.9835687,0.0,1.0,1.0,True
1008610001,1016981.0,303 5 AVENUE,40.7465026,-73.9854775,0.0,1.0,1.0,True
1008610003,1016982.0,307 5 AVENUE,40.7466151,-73.9853945,0.0,3.0,3.0,True
1008610022,1016988.0,135 MADISON AVENUE,40.7459095,-73.9839005,0.0,2.0,2.0,True
1008610047,1016993.0,44 EAST 32 STREET,40.7458243,-73.9829514,2.0,2.0,4.0,True
1008610057,1016997.0,147 Madison Ave,40.7461947,-73.9836019,7.0,1.0,8.0,True
1008610064,1017000.0,148 MADISON AVENUE,40.7464722,-73.9842505,0.0,1.0,1.0,True
1008610072,1017003.0,6 EAST 32 STREET,40.7465355,-73.9849903,3.0,2.0,5.0,True
1008610075,1017004.0,315 5 AVENUE,40.7469005,-73.9851887,0.0,0.0,0.0,True
1008620013,1017011.0,15 EAST 32 STREET,40.7469087,-73.9843406,0.0,2.0,2.0,True
1008620016,1017012.0,152 MADISON AVENUE,40.7467192,-73.9840736,0.0,0.0,0.0,True
1008620026,1017017.0,31 EAST 32 STREET,40.7464117,-73.9831714,0.0,2.0,2.0,True
1008620045,1017020.0,30 EAST 33 STREET,40.7466532,-73.9829656,1.0,2.0,3.0,True
1008630006,1017076.0,1 EAST 33 STREET,40.7476772,-73.9842646,2.0,0.0,2.0,True
1008630027,1017082.0,169 MADISON AVENUE,40.747139,-73.9830629,1.0,1.0,2.0,True
1008630029,1017083.0,33 EAST 33 STREET,40.7469908,-73.9826191,1.0,1.0,2.0,True
1008630060,1017089.0,183 MADISON AVENUE,40.7474958,-73.9827958,2.0,0.0,2.0,True
1008650014,1017122.0,200 MADISON AVENUE,40.748934,-73.9826908,9.0,0.0,9.0,True
1008650071,1017134.0,385 5 Ave,40.7494512,-73.9833887,1.0,0.0,1.0,True
1008660001,1017175.0,389 5 AVENUE,40.7496779,-73.9830479,0.0,2.0,2.0,True
1008660076,1017190.0,397 5 AVENUE,40.7499798,-73.9829395,0.0,0.0,0.0,True
1008670070,1017224.0,415 5 Ave,40.7505848,-73.9824497,5.0,2.0,7.0,True
1008680008,1017227.0,5 EAST 38 STREET,40.7509787,-73.9818096,0.0,1.0,1.0,True
1008680010,1017228.0,7 East 38 St,40.750993,-73.9816726,0.0,2.0,2.0,True
1008680016,1017230.0,260 MADISON AVENUE,40.7507399,-73.9812466,7.0,0.0,7.0,True
1008680025,1017231.0,261 MADISON AVENUE,40.7504653,-73.980597,3.0,0.0,3.0,True
1008680072,1017244.0,437 5 AVENUE,40.7513027,-73.9820224,0.0,1.0,1.0,True
1008690016,1017588.0,266 Madison Ave,40.7512726,-73.9808538,2.0,0.0,2.0,True
1008690020,1017589.0,271 MADISON AVENUE,40.7510745,-73.980189,0.0,1.0,1.0,True
1008690034,1017595.0,90 PARK AVENUE,40.750745,-73.979359,4.0,3.0,7.0,True
1008690054,1017597.0,273 Madison Ave,40.7512722,-73.9799909,2.0,0.0,2.0,True
1008690064,1017600.0,16 EAST 40 STREET,40.7515056,-73.981001,0.0,0.0,0.0,True
1008690066,1017601.0,10 EAST 40 STREET,40.7515386,-73.9812175,2.0,0.0,2.0,True
1008710003,1080796.0,32 UNION SQUARE,40.7355377,-73.9892182,5.0,3.0,8.0,True
1008710060,1017813.0,30 IRVING PLACE,40.7350023,-73.9877208,1.0,1.0,2.0,True
1008710068,1017814.0,21 Irving Pl,40.735169,-73.988266,0.0,1.0,1.0,True
1008710070,1017815.0,116 EAST 16 STREET,40.7353263,-73.9884785,0.0,2.0,2.0,True
1008720013,1017821.0,35 IRVING PLACE,40.7356831,-73.9880923,0.0,0.0,0.0,True
1008730067,1017860.0,215 PARK AVENUE SOUTH,40.7368084,-73.9882726,0.0,1.0,1.0,True
1008760001,1017946.0,251 PARK AVENUE SOUTH,40.7383454,-73.9873269,0.0,1.0,1.0,True
1008780001,1018010.0,287 Park Ave South,40.7395458,-73.9863623,2.0,0.0,2.0,True
1008780065,1018032.0,120 EAST 23 STREET,40.7394761,-73.985728,36.0,3.0,39.0,True
1008790081,1018063.0,315 PARK AVENUE SOUTH,40.7405136,-73.985634,5.0,1.0,6.0,True
1008800014,1018069.0,121 EAST 24 STREET,40.7406068,-73.9847174,1.0,1.0,2.0,True
1008800084,1018088.0,104 EAST 25 STREET,40.7410213,-73.9849374,3.0,1.0,4.0,True
1008810001,1018102.0,351 PARK AVENUE SOUTH,40.7416608,-73.9848723,2.0,0.0,2.0,True
1008810029,1018106.0,137 EAST 25 STREET,40.74087,-73.983162,2.0,1.0,3.0,True
1008820085,1018159.0,381 Park Ave South,40.742384,-73.984198,5.0,1.0,6.0,True
1008830001,1018162.0,387 PARK AVENUE SOUTH,40.7427201,-73.9839807,1.0,2.0,3.0,True
1008830088,1018203.0,401 PARK AVENUE SOUTH,40.7429534,-73.9837713,2.0,2.0,4.0,True
1008860001,1018296.0,443 PARK AVENUE SOUTH,40.7445946,-73.9827785,0.0,1.0,1.0,True
1008870082,1018468.0,192 Lexington Ave,40.7450797,-73.9810486,0.0,3.0,3.0,True
1008870095,1018471.0,471 PARK AVENUE SOUTH,40.7454015,-73.982089,1.0,1.0,2.0,True
1008880024,1018475.0,205 Lexington Ave,40.7451844,-73.9802068,1.0,1.0,2.0,True
1008880027,1018476.0,145 East 32 St,40.745065,-73.979974,0.0,2.0,2.0,True
1008950001,1019460.0,99 Park Ave,40.7503621,-73.9784823,2.0,1.0,3.0,True
1008950045,1019483.0,600 3 Ave,40.7492708,-73.9758842,2.0,0.0,2.0,True
1009030047,1019662.0,220 EAST 23 STREET,40.7381746,-73.9823796,1.0,0.0,1.0,True
1009200012,1082153.0,605 3 Ave,40.7490011,-73.9751301,3.0,0.0,3.0,True
1009270055,1020567.0,374 2 Ave,40.7369252,-73.9811801,2.0,3.0,5.0,True
1009400012,1021900.0,321 EAST 34 STREET,40.7446426,-73.9748245,3.0,3.0,6.0,True
1009690005,1022549.0,656 1 Ave,40.7459876,-73.9714553,5.0,0.0,5.0,True
1009930001,1022558.0,561 7 AVENUE,40.754792,-73.9875295,0.0,1.0,1.0,True
1009930011,1022563.0,1440 Broadway,40.7544363,-73.9865013,7.0,0.0,7.0,True
1009930029,1022565.0,5 BRYANT PARK,40.7540314,-73.9853856,1.0,1.0,2.0,True
1009930036,1022566.0,1071 6 Ave,40.7541296,-73.9850633,2.0,1.0,3.0,True
1009930055,1022569.0,1441 BROADWAY,40.7549978,-73.9871685,3.0,0.0,3.0,True
1009940001,1086069.0,1459 BROADWAY,40.7555193,-73.9868868,1.0,0.0,1.0,True
1009950005,1085682.0,1472 BROADWAY,40.7560214,-73.9857642,3.0,0.0,3.0,True
1009950033,1087268.0,1111 AVENUE OF THE AMER,40.7555629,-73.9847139,3.0,0.0,3.0,True
1009960001,1022610.0,1500 BROADWAY,40.7567707,-73.9856377,3.0,0.0,3.0,True
1009960029,1080823.0,1133 AVENUE OF THE AMER,40.7560568,-73.9838656,2.0,0.0,2.0,True
1009970029,1022631.0,1155 AVENUE OF THE AMER,40.7566716,-73.9833601,1.0,1.0,2.0,True
1009970041,1069581.0,120 WEST 45 STREET,40.757034,-73.9839412,2.0,1.0,3.0,True
1009980012,1022634.0,145 WEST 45 STREET,40.757679,-73.984302,0.0,1.0,1.0,True
1009980024,1022640.0,115 WEST 45 STREET,40.7572864,-73.9833708,0.0,2.0,2.0,True
1009990003,1022661.0, BROADWAY,40.7585738,-73.9844317,3.0,0.0,3.0,True
1009990009,1022663.0,151 WEST 46 STREET,40.7584064,-73.9840816,0.0,2.0,2.0,True
1009990029,1083716.0,1185 AVENUE OF THE AMER,40.7578984,-73.9825188,0.0,0.0,0.0,True
1010000029,1022678.0,1211 6 Ave,40.7588566,-73.9825742,12.0,0.0,12.0,True
1010010029,1022693.0,1221 6 Ave,40.7596269,-73.982146,3.0,0.0,3.0,True
1010020001,1084667.0,745 7 Ave,40.7604777,-73.9827177,1.0,0.0,1.0,True
1010030005,1022708.0,135 WEST 50 STREET,40.7609504,-73.9820559,3.0,1.0,4.0,True
1010030029,1022709.0,1271 AVENUE OF THE AMER,40.7605413,-73.981002,8.0,0.0,8.0,True
1010040020,1023157.0,787 7 AVENUE,40.7616942,-73.9817958,1.0,0.0,1.0,True
1010040029,1023158.0,1285 AVENUE OF THE AMER,40.7611643,-73.9805325,2.0,0.0,2.0,True
1010050029,1023161.0,1301 6 Ave,40.7619287,-73.9799667,7.0,2.0,9.0,True
1010060013,1076175.0,141 West 53 St,40.7629052,-73.9807638,3.0,0.0,3.0,True
1010070029,1083721.0,1345 AVENUE OF THE AMER,40.7630634,-73.9792541,0.0,0.0,0.0,True
1010080037,1023395.0,106 WEST 56 STREET,40.7636946,-73.9783731,2.0,0.0,2.0,True
1010090005,1084455.0,152 WEST 57 STREET,40.7648421,-73.9796362,3.0,0.0,3.0,True
1010100021,1023725.0,119 WEST 57 STREET,40.765119,-73.9779503,0.0,1.0,1.0,True
1010120015,1080830.0,230 West 41 St,40.75569,-73.9889055,6.0,0.0,6.0,True
1010120023,1024644.0,215 WEST 40 STREET,40.7553026,-73.988623,0.0,2.0,2.0,True
1010140033,1024686.0,3 TIMES SQUARE,40.7565705,-73.9870671,3.0,0.0,3.0,True
1010150029,1024706.0,1493 BROADWAY,40.757221,-73.9867132,4.0,1.0,5.0,True
1010160036,1024714.0,1515 BROADWAY,40.7579291,-73.9864388,5.0,0.0,5.0,True
1010210019,1024793.0,1613 BROADWAY,40.7611347,-73.9846441,0.0,0.0,0.0,True
1010220043,1024812.0,1631 Broadway,40.7622062,-73.9845925,4.0,2.0,6.0,True
1010240015,1076199.0,1675 BROADWAY,40.7631025,-73.9835462,2.0,1.0,3.0,True
1010240038,1024828.0,1680 Broadway,40.763067,-73.9825644,2.0,1.0,3.0,True
1010250025,1024836.0,1690 BROADWAY,40.7635113,-73.9822718,1.0,1.0,2.0,True
1010250043,1024838.0,1697 BROADWAY,40.7637942,-73.9831995,1.0,3.0,4.0,True
1010250054,1024842.0,244 West 54 St,40.7642534,-73.9834969,0.0,2.0,2.0,True
1010260032,1024854.0,848 7 AVENUE,40.7640711,-73.9814992,0.0,1.0,1.0,True
1010260055,1089439.0,250 West 55 St,40.7649245,-73.9831748,1.0,2.0,3.0,True
1010270020,1024877.0,1740 BROADWAY,40.7649495,-73.9816902,10.0,0.0,10.0,True
1010280029,1024895.0,888 7 AVENUE,40.7653611,-73.9808815,2.0,1.0,3.0,True
1010280033,1024896.0,894 7 AVENUE,40.7654186,-73.9805421,0.0,0.0,0.0,True
1010290012,1024901.0,1776 Broadway,40.7664377,-73.9815144,1.0,0.0,1.0,True
1010290053,1024909.0,1784 BROADWAY,40.7667418,-73.981419,5.0,0.0,5.0,True
1010350001,1024982.0,630 9 Ave,40.7599764,-73.9911777,8.0,0.0,8.0,True
1010400029,1076203.0,825 8 AVENUE,40.7622302,-73.9869433,3.0,0.0,3.0,True
1010430013,1025240.0,333 West 52 St,40.764352,-73.986631,0.0,2.0,2.0,True
1010480033,1026054.0,4 Columbus Ave,40.7673682,-73.9828761,1.0,0.0,1.0,True
1010540041,1083762.0,420 WEST 45 STREET,40.7605975,-73.9923907,1.0,1.0,2.0,True
1010650012,1026842.0,423 West 55 St,40.767393,-73.988006,7.0,2.0,9.0,True
1010980029,1027134.0,601 West 50 St,40.7662632,-73.9949505,1.0,1.0,2.0,True
1011020018,1027155.0,619 WEST 54 STREET,40.7691585,-73.9936822,4.0,3.0,7.0,True
1011130008,1084277.0,27 WEST 60 STREET,40.7696597,-73.9832919,1.0,2.0,3.0,True
1011130051,1027194.0,16 WEST 61 STREET,40.7697804,-73.98292,0.0,2.0,2.0,True
1012580001,1034195.0,47 West 42 St,40.7548902,-73.9834582,2.0,0.0,2.0,True
1012580009,1034196.0,1114 6 Ave,40.7546919,-73.9827258,1.0,1.0,2.0,True
1012580021,1034198.0,11 West 42 St,40.7541917,-73.9818165,2.0,0.0,2.0,True
1012580034,1034199.0,500 5 Ave,40.7539945,-73.98114,3.0,0.0,3.0,True
1012590001,1034202.0,1120 6 Ave,40.7555709,-73.9828124,2.0,2.0,4.0,True
1012600001,1034217.0,1140 6 Ave,40.7562629,-73.9827925,8.0,1.0,9.0,True
1012600024,1086846.0,19 WEST 44 STREET,40.7555321,-73.9808338,0.0,0.0,0.0,True
1012600042,1034228.0,2 WEST 45 STREET,40.7554661,-73.9802166,0.0,1.0,1.0,True
1012610016,1034243.0,45 WEST 45 STREET,40.7563501,-73.9811295,0.0,2.0,2.0,True
1012610019,1034244.0,35 WEST 45 STREET,40.7562622,-73.9809238,0.0,2.0,2.0,True
1012610030,1034250.0,7 WEST 45 STREET,40.755897,-73.9800576,0.0,0.0,0.0,True
1012610036,1083858.0,550 5 AVENUE,40.7557927,-73.9796137,0.0,0.0,0.0,True
1012620001,1034313.0,1180 AVENUE OF THE AMER,40.7573685,-73.9816237,1.0,1.0,2.0,True
1012620024,1034326.0,21 WEST 46 STREET,40.756693,-73.9800141,0.0,3.0,3.0,True
1012620048,1034341.0,16 WEST 47 STREET,40.7569318,-73.9798191,1.0,1.0,2.0,True
1012620054,1034344.0,30 WEST 47 STREET,40.757091,-73.9801944,0.0,0.0,0.0,True
1012620056,1034345.0,36 West 47 St,40.7572094,-73.9804101,0.0,2.0,2.0,True
1012630005,1034471.0,67 WEST 47 STREET,40.7579915,-73.9811435,0.0,0.0,0.0,True
